seq.pos	node.id	node.offset	coverage
0	1	0	438
1	1	1	453
2	1	2	534
3	1	3	537
4	1	4	538
5	1	5	535
6	1	6	538
7	1	7	540
8	1	8	541
9	1	9	538
10	1	10	547
11	1	11	538
12	1	12	554
13	1	13	554
14	1	14	553
15	1	15	552
16	1	16	551
17	1	17	551
18	1	18	554
19	1	19	552
20	1	20	552
21	1	21	551
22	1	22	549
23	1	23	548
24	1	24	546
25	1	25	540
26	1	26	546
27	1	27	344
28	1	28	230
29	1	29	192
30	1	30	17
31	1	31	6
32	1	32	6
33	1	33	6
34	1	34	6
35	1	35	6
36	1	36	6
37	1	37	6
38	1	38	6
39	1	39	6
40	1	40	6
41	1	41	6
42	1	42	6
43	1	43	6
44	1	44	6
45	1	45	6
46	1	46	6
47	1	47	6
48	1	48	6
49	1	49	6
50	1	50	6
51	1	51	6
52	1	52	6
53	1	53	6
54	1	54	6
55	1	55	6
56	1	56	6
57	1	57	6
58	1	58	6
59	1	59	6
60	1	60	7
61	1	61	7
62	1	62	7
63	1	63	7
64	1	64	7
65	1	65	7
66	1	66	7
67	1	67	7
68	1	68	7
69	1	69	7
70	1	70	7
71	1	71	7
72	1	72	7
73	1	73	7
74	1	74	7
75	1	75	6
76	1	76	6
77	1	77	6
78	1	78	6
79	1	79	6
80	1	80	6
81	1	81	6
82	1	82	6
83	1	83	6
84	1	84	6
85	1	85	6
86	1	86	6
87	1	87	6
88	1	88	6
89	1	89	6
90	1	90	6
91	1	91	6
92	1	92	10
93	1	93	10
94	1	94	10
95	1	95	10
96	1	96	10
97	1	97	10
98	1	98	10
99	1	99	10
100	1	100	10
101	1	101	10
102	1	102	10
103	1	103	10
104	1	104	10
105	1	105	10
106	1	106	10
107	1	107	6
108	1	108	6
109	1	109	6
110	1	110	6
111	1	111	6
112	1	112	6
113	1	113	6
114	1	114	6
115	1	115	6
116	1	116	6
117	1	117	6
118	1	118	6
119	1	119	6
120	1	120	6
121	1	121	6
122	1	122	6
123	1	123	6
124	1	124	6
125	1	125	6
126	1	126	6
127	1	127	6
128	1	128	6
129	1	129	6
130	1	130	6
131	1	131	6
132	1	132	6
133	1	133	6
134	1	134	6
135	1	135	6
136	1	136	6
137	1	137	6
138	1	138	6
139	1	139	6
140	1	140	6
141	1	141	6
142	1	142	6
143	1	143	6
144	1	144	6
145	1	145	6
146	1	146	6
147	1	147	6
148	1	148	3
149	1	149	2
150	1	150	20
151	1	151	37
152	1	152	180
153	1	153	182
154	1	154	182
155	1	155	182
156	1	156	182
157	1	157	185
158	1	158	185
159	1	159	185
160	1	160	185
161	1	161	185
162	1	162	185
163	1	163	185
164	1	164	184
165	1	165	185
166	1	166	185
167	1	167	185
168	1	168	182
169	1	169	179
170	1	170	178
171	1	171	176
172	1	172	173
173	1	173	170
174	1	174	164
175	1	175	158
176	1	176	3
177	2	0	212
178	2	1	222
179	2	2	225
180	2	3	225
181	2	4	226
182	2	5	223
183	2	6	227
184	2	7	300
185	2	8	305
186	2	9	306
187	2	10	306
188	2	11	306
189	2	12	306
190	2	13	306
191	2	14	306
192	2	15	305
193	2	16	305
194	2	17	304
195	2	18	304
196	2	19	303
197	2	20	301
198	2	21	298
199	2	22	298
200	2	23	270
201	2	24	19
202	2	25	6
203	2	26	3
204	2	27	4
205	2	28	4
206	2	29	4
207	2	30	4
208	2	31	4
209	2	32	4
210	2	33	4
211	2	34	4
212	2	35	4
213	2	36	4
214	2	37	4
215	2	38	4
216	2	39	4
217	2	40	4
218	2	41	4
219	2	42	4
220	2	43	4
221	2	44	4
222	2	45	4
223	2	46	4
224	2	47	4
225	2	48	4
226	2	49	5
227	2	50	5
228	2	51	5
229	2	52	5
230	2	53	5
231	2	54	5
232	2	55	5
233	2	56	5
234	2	57	5
235	2	58	4
236	2	59	5
237	2	60	5
238	2	61	5
239	2	62	5
240	2	63	5
241	2	64	4
242	2	65	5
243	2	66	5
244	2	67	5
245	2	68	5
246	2	69	5
247	2	70	5
248	2	71	5
249	2	72	4
250	2	73	5
251	2	74	5
252	2	75	5
253	2	76	5
254	2	77	5
255	2	78	5
256	2	79	4
257	2	80	5
258	2	81	5
259	2	82	5
260	2	83	5
261	2	84	5
262	2	85	4
263	2	86	5
264	2	87	5
265	2	88	5
266	2	89	5
267	2	90	5
268	2	91	5
269	2	92	5
270	2	93	5
271	2	94	5
272	2	95	5
273	2	96	5
274	2	97	5
275	2	98	5
276	2	99	5
277	2	100	5
278	2	101	5
279	2	102	5
280	2	103	5
281	2	104	5
282	2	105	5
283	2	106	5
284	2	107	5
285	2	108	5
286	2	109	5
287	2	110	5
288	2	111	5
289	2	112	4
290	2	113	5
291	2	114	5
292	2	115	5
293	2	116	5
294	2	117	5
295	2	118	5
296	2	119	5
297	2	120	4
298	2	121	5
299	2	122	5
300	2	123	5
301	2	124	4
302	2	125	5
303	2	126	5
304	2	127	5
305	2	128	5
306	2	129	5
307	2	130	5
308	2	131	5
309	2	132	5
310	2	133	5
311	2	134	5
312	2	135	5
313	2	136	5
314	2	137	5
315	2	138	5
316	2	139	5
317	2	140	5
318	2	141	5
319	2	142	5
320	2	143	5
321	2	144	5
322	2	145	5
323	2	146	5
324	2	147	4
325	2	148	5
326	2	149	5
327	2	150	3
328	2	151	3
329	2	152	3
330	2	153	3
331	2	154	3
332	2	155	3
333	2	156	3
334	2	157	0
335	2	158	0
336	2	159	0
337	2	160	0
338	2	161	0
339	2	162	0
340	2	163	0
341	2	164	0
342	2	165	0
343	2	166	0
344	2	167	0
345	2	168	0
346	2	169	0
347	2	170	0
348	2	171	0
349	2	172	0
350	2	173	0
351	2	174	0
352	2	175	0
353	2	176	0
354	2	177	0
355	2	178	0
356	2	179	0
357	2	180	0
358	2	181	0
359	2	182	0
360	2	183	0
361	2	184	0
362	2	185	0
363	2	186	0
364	2	187	0
365	2	188	0
366	2	189	0
367	2	190	0
368	2	191	0
369	2	192	0
370	2	193	0
371	2	194	0
372	2	195	0
373	2	196	0
374	2	197	0
375	2	198	0
376	2	199	0
377	2	200	0
378	2	201	0
379	2	202	0
380	2	203	0
381	2	204	0
382	2	205	0
383	2	206	0
384	2	207	0
385	2	208	0
386	2	209	0
387	2	210	0
388	2	211	0
389	2	212	0
390	2	213	0
391	2	214	0
392	2	215	0
393	2	216	0
394	2	217	9
395	2	218	11
396	2	219	11
397	2	220	11
398	2	221	11
399	2	222	11
400	2	223	11
401	2	224	11
402	2	225	11
403	2	226	11
404	2	227	11
405	2	228	11
406	2	229	11
407	2	230	11
408	2	231	11
409	2	232	11
410	2	233	9
411	2	234	7
412	2	235	8
413	2	236	5
414	2	237	3
415	2	238	2
416	3	0	1
417	3	1	5
418	3	2	6
419	3	3	6
420	3	4	6
421	3	5	7
422	3	6	7
423	3	7	7
424	3	8	7
425	3	9	7
426	3	10	7
427	3	11	7
428	3	12	7
429	3	13	7
430	3	14	7
431	3	15	7
432	3	16	7
433	3	17	7
434	3	18	7
435	3	19	7
436	3	20	7
437	3	21	7
438	3	22	7
439	3	23	6
440	3	24	1
441	3	25	1
442	3	26	1
443	3	27	1
444	3	28	1
445	3	29	0
446	3	30	1
447	3	31	0
448	3	32	0
449	3	33	0
450	3	34	0
451	3	35	0
452	3	36	0
453	3	37	0
454	3	38	0
455	3	39	0
456	3	40	0
457	3	41	0
458	3	42	0
459	3	43	0
460	3	44	0
461	3	45	0
462	3	46	0
463	3	47	0
464	3	48	0
465	3	49	0
466	3	50	0
467	3	51	0
468	3	52	0
469	3	53	0
470	3	54	0
471	3	55	0
472	3	56	0
473	3	57	0
474	3	58	0
475	3	59	0
476	3	60	0
477	3	61	0
478	3	62	0
479	3	63	0
480	3	64	0
481	3	65	0
482	3	66	0
483	3	67	0
484	3	68	0
485	3	69	0
486	3	70	0
487	3	71	0
488	3	72	0
489	3	73	0
490	3	74	0
491	3	75	0
492	3	76	0
493	3	77	0
494	3	78	0
495	3	79	0
496	3	80	0
497	3	81	0
498	3	82	0
499	3	83	0
500	3	84	0
501	3	85	0
502	3	86	0
503	3	87	1
504	3	88	1
505	3	89	1
506	3	90	2
507	3	91	2
508	3	92	2
509	3	93	2
510	3	94	2
511	3	95	2
512	3	96	2
513	3	97	2
514	3	98	2
515	3	99	2
516	3	100	2
517	3	101	2
518	3	102	1
519	3	103	1
520	3	104	1
521	3	105	1
522	3	106	0
523	3	107	0
524	3	108	0
525	3	109	0
526	3	110	0
527	3	111	0
528	3	112	0
529	3	113	0
530	3	114	0
